date;total-ita-sim;total-foreign-sim;prefix;country;num
2019-01-06;77.0;63;0081;Giappone;1
2019-01-06;77.0;63;00355;Albania;1
2019-01-06;77.0;63;0031;Paesi Bassi (Olanda);1
2019-01-06;77.0;63;0043;Austria;1
2019-01-07;69.0;44;007;Federazione Russa;16
2019-01-07;69.0;44;0041;Svizzera;7
2019-01-07;69.0;44;0049;Germania;6
2019-01-07;69.0;44;0033;Francia;4
2019-01-07;69.0;44;001;USA / Canada;3
2019-01-07;69.0;44;0034;Spagna;2
2019-01-07;69.0;44;0044;Gran Bretagna;2
2019-01-07;69.0;44;0081;Giappone;1
2019-01-07;69.0;44;00351;Portogallo;1
2019-01-07;69.0;44;0091;India;1
2019-01-07;69.0;44;00216;Tunisia;1
2019-01-08;63.0;24;007;Federazione Russa;9
2019-01-08;63.0;24;0041;Svizzera;5
2019-01-08;63.0;24;0049;Germania;4
2019-01-08;63.0;24;0044;Gran Bretagna;2
2019-01-08;63.0;24;001;USA / Canada;1
2019-01-08;63.0;24;0033;Francia;1
2019-01-08;63.0;24;0034;Spagna;1
2019-01-08;63.0;24;0020;Egitto;1
2019-01-09;54.0;26;007;Federazione Russa;10
2019-01-09;54.0;26;0034;Spagna;4
2019-01-09;54.0;26;0041;Svizzera;4
2019-01-09;54.0;26;0049;Germania;2
2019-01-09;54.0;26;001;USA / Canada;1
2019-01-09;54.0;26;0044;Gran Bretagna;1
2019-01-09;54.0;26;0033;Francia;1
2019-01-09;54.0;26;00386;Slovenia;1
2019-01-09;54.0;26;00974;Qatar;1
2019-01-09;54.0;26;0043;Austria;1
2019-01-10;97.0;49;007;Federazione Russa;9
2019-01-10;97.0;49;0049;Germania;8
2019-01-10;97.0;49;0041;Svizzera;6
2019-01-10;97.0;49;0044;Gran Bretagna;4
2019-01-10;97.0;49;0034;Spagna;4
2019-01-10;97.0;49;0020;Egitto;3
2019-01-10;97.0;49;0030;Grecia;3
2019-01-10;97.0;49;0033;Francia;3
2019-01-10;97.0;49;00355;Albania;2
2019-01-10;97.0;49;0036;Ungheria;2
2019-01-10;97.0;49;0092;Pakistan;2
2019-01-10;97.0;49;0043;Austria;1
2019-01-10;97.0;49;0090;Turchia;1
2019-01-10;97.0;49;0081;Giappone;1
2019-01-11;98.0;61;0049;Germania;11
2019-01-11;98.0;61;007;Federazione Russa;10
2019-01-11;98.0;61;00351;Portogallo;8
2019-01-11;98.0;61;00355;Albania;6
2019-01-11;98.0;61;0041;Svizzera;5
2019-01-11;98.0;61;00974;Qatar;3
2019-01-11;98.0;61;0044;Gran Bretagna;2
2019-01-11;98.0;61;001;USA / Canada;2
2019-01-11;98.0;61;0034;Spagna;2
2019-01-11;98.0;61;0030;Grecia;2
2019-01-11;98.0;61;0090;Turchia;2
2019-01-11;98.0;61;00972;Israele;1
2019-01-11;98.0;61;0032;Belgio;1
2019-01-11;98.0;61;0020;Egitto;1
2019-01-11;98.0;61;00216;Tunisia;1
2019-01-11;98.0;61;0033;Francia;1
2019-01-11;98.0;61;00385;Croazia;1
2019-01-11;98.0;61;0043;Austria;1
2019-01-11;98.0;61;0031;Paesi Bassi (Olanda);1
2019-01-12;103.0;66;007;Federazione Russa;16
2019-01-12;103.0;66;0041;Svizzera;15
2019-01-12;103.0;66;0044;Gran Bretagna;8
2019-01-12;103.0;66;0049;Germania;6
2019-01-12;103.0;66;00351;Portogallo;3
2019-01-12;103.0;66;0033;Francia;3
2019-01-12;103.0;66;0034;Spagna;3
2019-01-12;103.0;66;0091;India;2
2019-01-12;103.0;66;0031;Paesi Bassi (Olanda);2
2019-01-12;103.0;66;00421;Slovacchia;1
2019-01-12;103.0;66;0043;Austria;1
2019-01-12;103.0;66;00974;Qatar;1
2019-01-12;103.0;66;00355;Albania;1
2019-01-12;103.0;66;00358;Finlandia;1
2019-01-12;103.0;66;001;USA / Canada;1
2019-01-12;103.0;66;0046;Svezia;1
2019-01-12;103.0;66;0036;Ungheria;1
2019-01-13;80.0;44;0044;Gran Bretagna;8
2019-01-13;80.0;44;0041;Svizzera;8
2019-01-13;80.0;44;007;Federazione Russa;7
2019-01-13;80.0;44;0034;Spagna;5
2019-01-13;80.0;44;001;USA / Canada;3
2019-01-13;80.0;44;0033;Francia;3
2019-01-13;80.0;44;0090;Turchia;3
2019-01-13;80.0;44;0049;Germania;2
2019-01-13;80.0;44;0091;India;2
2019-01-13;80.0;44;00351;Portogallo;1
2019-01-13;80.0;44;00356;Malta;1
2019-01-13;80.0;44;0061;Australia;1
2019-01-14;96.0;46;007;Federazione Russa;11
2019-01-14;96.0;46;0049;Germania;9
2019-01-14;96.0;46;0033;Francia;6
2019-01-14;96.0;46;0091;India;4
2019-01-14;96.0;46;0041;Svizzera;4
2019-01-14;96.0;46;00351;Portogallo;3
2019-01-14;96.0;46;0044;Gran Bretagna;3
2019-01-14;96.0;46;0034;Spagna;2
2019-01-14;96.0;46;0036;Ungheria;1
2019-01-14;96.0;46;001;USA / Canada;1
2019-01-14;96.0;46;00355;Albania;1
2019-01-14;96.0;46;0031;Paesi Bassi (Olanda);1
2019-01-15;88.0;44;0041;Svizzera;8
2019-01-15;88.0;44;007;Federazione Russa;8
2019-01-15;88.0;44;00355;Albania;8
2019-01-15;88.0;44;0020;Egitto;4
2019-01-15;88.0;44;0044;Gran Bretagna;3
2019-01-15;88.0;44;0049;Germania;2
2019-01-15;88.0;44;0033;Francia;2
2019-01-15;88.0;44;0034;Spagna;2
2019-01-15;88.0;44;00351;Portogallo;1
2019-01-15;88.0;44;0091;India;1
2019-01-15;88.0;44;0090;Turchia;1
2019-01-15;88.0;44;00352;Lussemburgo;1
2019-01-15;88.0;44;0043;Austria;1
2019-01-15;88.0;44;0030;Grecia;1
2019-01-15;88.0;44;0036;Ungheria;1
2019-01-16;81.0;26;0041;Svizzera;5
2019-01-16;81.0;26;0044;Gran Bretagna;4
2019-01-16;81.0;26;007;Federazione Russa;4
2019-01-16;81.0;26;00974;Qatar;2
2019-01-16;81.0;26;001;USA / Canada;2
2019-01-16;81.0;26;0033;Francia;2
2019-01-16;81.0;26;0043;Austria;2
2019-01-16;81.0;26;0090;Turchia;1
2019-01-16;81.0;26;00355;Albania;1
2019-01-16;81.0;26;00351;Portogallo;1
2019-01-16;81.0;26;0030;Grecia;1
2019-01-16;81.0;26;0081;Giappone;1
2019-01-17;54.0;29;0041;Svizzera;6
2019-01-17;54.0;29;007;Federazione Russa;6
2019-01-17;54.0;29;00972;Israele;4
2019-01-17;54.0;29;0030;Grecia;2
2019-01-17;54.0;29;0034;Spagna;2
2019-01-17;54.0;29;0044;Gran Bretagna;2
2019-01-17;54.0;29;00351;Portogallo;2
2019-01-17;54.0;29;0036;Ungheria;2
2019-01-17;54.0;29;0043;Austria;1
2019-01-17;54.0;29;00355;Albania;1
2019-01-17;54.0;29;0049;Germania;1
2019-01-18;88.0;43;0033;Francia;9
2019-01-18;88.0;43;007;Federazione Russa;6
2019-01-18;88.0;43;0044;Gran Bretagna;5
2019-01-18;88.0;43;001;USA / Canada;4
2019-01-18;88.0;43;0034;Spagna;3
2019-01-18;88.0;43;0049;Germania;3
2019-01-18;88.0;43;00351;Portogallo;2
2019-01-18;88.0;43;00355;Albania;2
2019-01-18;88.0;43;0036;Ungheria;2
2019-01-18;88.0;43;0041;Svizzera;1
2019-01-18;88.0;43;00421;Slovacchia;1
2019-01-18;88.0;43;0046;Svezia;1
2019-01-18;88.0;43;0081;Giappone;1
2019-01-18;88.0;43;00972;Israele;1
2019-01-18;88.0;43;0031;Paesi Bassi (Olanda);1
2019-01-18;88.0;43;0032;Belgio;1
2019-01-19;52.0;43;0041;Svizzera;19
2019-01-19;52.0;43;0049;Germania;4
2019-01-19;52.0;43;007;Federazione Russa;4
2019-01-19;52.0;43;00351;Portogallo;3
2019-01-19;52.0;43;0044;Gran Bretagna;3
2019-01-19;52.0;43;0034;Spagna;3
2019-01-19;52.0;43;001;USA / Canada;1
2019-01-19;52.0;43;0033;Francia;1
2019-01-19;52.0;43;0030;Grecia;1
2019-01-19;52.0;43;00352;Lussemburgo;1
2019-01-19;52.0;43;0081;Giappone;1
2019-01-19;52.0;43;00421;Slovacchia;1
2019-01-19;52.0;43;0046;Svezia;1
2019-01-20;44.0;32;0041;Svizzera;8
2019-01-20;44.0;32;007;Federazione Russa;7
2019-01-20;44.0;32;0034;Spagna;4
2019-01-20;44.0;32;0044;Gran Bretagna;3
2019-01-20;44.0;32;0049;Germania;3
2019-01-20;44.0;32;0031;Paesi Bassi (Olanda);1
2019-01-20;44.0;32;00351;Portogallo;1
2019-01-20;44.0;32;0043;Austria;1
2019-01-20;44.0;32;0091;India;1
2019-01-20;44.0;32;00355;Albania;1
2019-01-20;44.0;32;0033;Francia;1
2019-01-20;44.0;32;0036;Ungheria;1
2019-01-21;42.0;16;007;Federazione Russa;7
2019-01-21;42.0;16;0044;Gran Bretagna;3
2019-01-21;42.0;16;0041;Svizzera;2
2019-01-21;42.0;16;0033;Francia;1
2019-01-21;42.0;16;0091;India;1
2019-01-21;42.0;16;001;USA / Canada;1
2019-01-21;42.0;16;0020;Egitto;1
2019-01-22;63.0;23;007;Federazione Russa;4
2019-01-22;63.0;23;0041;Svizzera;3
2019-01-22;63.0;23;00351;Portogallo;3
2019-01-22;63.0;23;0034;Spagna;3
2019-01-22;63.0;23;0030;Grecia;2
2019-01-22;63.0;23;0090;Turchia;2
2019-01-22;63.0;23;0049;Germania;1
2019-01-22;63.0;23;0044;Gran Bretagna;1
2019-01-22;63.0;23;00356;Malta;1
2019-01-22;63.0;23;0033;Francia;1
2019-01-22;63.0;23;00421;Slovacchia;1
2019-01-22;63.0;23;00974;Qatar;1
2019-01-23;60.0;24;007;Federazione Russa;9
2019-01-23;60.0;24;0041;Svizzera;3
2019-01-23;60.0;24;0044;Gran Bretagna;3
2019-01-23;60.0;24;0032;Belgio;2
2019-01-23;60.0;24;0033;Francia;2
2019-01-23;60.0;24;0034;Spagna;2
2019-01-23;60.0;24;0049;Germania;1
2019-01-23;60.0;24;0020;Egitto;1
2019-01-23;60.0;24;0043;Austria;1
2019-01-24;79.0;30;007;Federazione Russa;5
2019-01-24;79.0;30;0033;Francia;4
2019-01-24;79.0;30;00972;Israele;4
2019-01-24;79.0;30;0049;Germania;3
2019-01-24;79.0;30;001;USA / Canada;3
2019-01-24;79.0;30;0041;Svizzera;2
2019-01-24;79.0;30;0044;Gran Bretagna;2
2019-01-24;79.0;30;00216;Tunisia;1
2019-01-24;79.0;30;0030;Grecia;1
2019-01-24;79.0;30;0034;Spagna;1
2019-01-24;79.0;30;00351;Portogallo;1
2019-01-24;79.0;30;0046;Svezia;1
2019-01-24;79.0;30;0020;Egitto;1
2019-01-24;79.0;30;0036;Ungheria;1
2019-01-25;82.0;46;007;Federazione Russa;13
2019-01-25;82.0;46;0044;Gran Bretagna;6
2019-01-25;82.0;46;0030;Grecia;5
2019-01-25;82.0;46;0041;Svizzera;5
2019-01-25;82.0;46;0033;Francia;4
2019-01-25;82.0;46;0049;Germania;4
2019-01-25;82.0;46;0034;Spagna;2
2019-01-25;82.0;46;00351;Portogallo;2
2019-01-25;82.0;46;0090;Turchia;1
2019-01-25;82.0;46;0091;India;1
2019-01-25;82.0;46;00972;Israele;1
2019-01-25;82.0;46;00355;Albania;1
2019-01-25;82.0;46;0020;Egitto;1
2019-01-26;92.0;79;0041;Svizzera;30
2019-01-26;92.0;79;007;Federazione Russa;15
2019-01-26;92.0;79;0049;Germania;10
2019-01-26;92.0;79;0044;Gran Bretagna;5
2019-01-26;92.0;79;0033;Francia;3
2019-01-26;92.0;79;0036;Ungheria;2
2019-01-26;92.0;79;0043;Austria;2
2019-01-26;92.0;79;0090;Turchia;2
2019-01-26;92.0;79;0030;Grecia;2
2019-01-26;92.0;79;0046;Svezia;2
2019-01-26;92.0;79;0081;Giappone;1
2019-01-26;92.0;79;00356;Malta;1
2019-01-26;92.0;79;0031;Paesi Bassi (Olanda);1
2019-01-26;92.0;79;00386;Slovenia;1
2019-01-26;92.0;79;001;USA / Canada;1
2019-01-26;92.0;79;0091;India;1
2019-01-27;46.0;43;0041;Svizzera;14
2019-01-27;46.0;43;007;Federazione Russa;11
2019-01-27;46.0;43;0090;Turchia;4
2019-01-27;46.0;43;0033;Francia;3
2019-01-27;46.0;43;0034;Spagna;2
2019-01-27;46.0;43;0049;Germania;2
2019-01-27;46.0;43;00974;Qatar;1
2019-01-27;46.0;43;0036;Ungheria;1
2019-01-27;46.0;43;00372;Estonia;1
2019-01-27;46.0;43;00352;Lussemburgo;1
2019-01-27;46.0;43;0081;Giappone;1
2019-01-27;46.0;43;0044;Gran Bretagna;1
2019-01-27;46.0;43;0091;India;1
2019-01-28;85.0;37;007;Federazione Russa;15
2019-01-28;85.0;37;0041;Svizzera;8
2019-01-28;85.0;37;0034;Spagna;3
2019-01-28;85.0;37;0049;Germania;3
2019-01-28;85.0;37;0081;Giappone;2
2019-01-28;85.0;37;0090;Turchia;1
2019-01-28;85.0;37;0030;Grecia;1
2019-01-28;85.0;37;00355;Albania;1
2019-01-28;85.0;37;001;USA / Canada;1
2019-01-28;85.0;37;0032;Belgio;1
2019-01-28;85.0;37;0036;Ungheria;1
2019-01-29;88.0;42;007;Federazione Russa;12
2019-01-29;88.0;42;0041;Svizzera;9
2019-01-29;88.0;42;0049;Germania;4
2019-01-29;88.0;42;00351;Portogallo;3
2019-01-29;88.0;42;00372;Estonia;3
2019-01-29;88.0;42;0034;Spagna;2
2019-01-29;88.0;42;0044;Gran Bretagna;2
2019-01-29;88.0;42;0033;Francia;1
2019-01-29;88.0;42;0020;Egitto;1
2019-01-29;88.0;42;00352;Lussemburgo;1
2019-01-29;88.0;42;00355;Albania;1
2019-01-29;88.0;42;0081;Giappone;1
2019-01-29;88.0;42;0090;Turchia;1
2019-01-29;88.0;42;00974;Qatar;1
2019-01-30;46.0;16;007;Federazione Russa;5
2019-01-30;46.0;16;0033;Francia;2
2019-01-30;46.0;16;0034;Spagna;2
2019-01-30;46.0;16;001;USA / Canada;1
2019-01-30;46.0;16;0030;Grecia;1
2019-01-30;46.0;16;0032;Belgio;1
2019-01-30;46.0;16;0031;Paesi Bassi (Olanda);1
2019-01-30;46.0;16;0049;Germania;1
2019-01-30;46.0;16;00355;Albania;1
2019-01-30;46.0;16;0044;Gran Bretagna;1
2019-01-31;69.0;21;007;Federazione Russa;7
2019-01-31;69.0;21;0044;Gran Bretagna;6
2019-01-31;69.0;21;0041;Svizzera;4
2019-01-31;69.0;21;001;USA / Canada;1
2019-01-31;69.0;21;0090;Turchia;1
2019-01-31;69.0;21;0020;Egitto;1
2019-01-31;69.0;21;0034;Spagna;1
2019-02-01;48.0;21;007;Federazione Russa;6
2019-02-01;48.0;21;0041;Svizzera;4
2019-02-01;48.0;21;0049;Germania;3
2019-02-01;48.0;21;0036;Ungheria;2
2019-02-01;48.0;21;0081;Giappone;1
2019-02-01;48.0;21;0020;Egitto;1
2019-02-01;48.0;21;0034;Spagna;1
2019-02-01;48.0;21;00972;Israele;1
2019-02-01;48.0;21;0043;Austria;1
2019-02-01;48.0;21;0044;Gran Bretagna;1
2019-02-02;72.0;66;007;Federazione Russa;20
2019-02-02;72.0;66;0041;Svizzera;15
2019-02-02;72.0;66;0033;Francia;7
2019-02-02;72.0;66;0049;Germania;5
2019-02-02;72.0;66;0044;Gran Bretagna;5
2019-02-02;72.0;66;0034;Spagna;4
2019-02-02;72.0;66;0090;Turchia;4
2019-02-02;72.0;66;00351;Portogallo;3
2019-02-02;72.0;66;001;USA / Canada;1
2019-02-02;72.0;66;0020;Egitto;1
2019-02-02;72.0;66;0081;Giappone;1
2019-02-03;32.0;22;007;Federazione Russa;13
2019-02-03;32.0;22;0041;Svizzera;3
2019-02-03;32.0;22;0044;Gran Bretagna;1
2019-02-03;32.0;22;00351;Portogallo;1
2019-02-03;32.0;22;0031;Paesi Bassi (Olanda);1
2019-02-03;32.0;22;0034;Spagna;1
2019-02-03;32.0;22;0049;Germania;1
2019-02-03;32.0;22;0091;India;1
2019-02-04;59.0;39;007;Federazione Russa;16
2019-02-04;59.0;39;0041;Svizzera;8
2019-02-04;59.0;39;0034;Spagna;5
2019-02-04;59.0;39;0090;Turchia;3
2019-02-04;59.0;39;0033;Francia;3
2019-02-04;59.0;39;0020;Egitto;2
2019-02-04;59.0;39;0031;Paesi Bassi (Olanda);1
2019-02-04;59.0;39;0043;Austria;1
2019-02-05;65.0;34;0041;Svizzera;10
2019-02-05;65.0;34;007;Federazione Russa;7
2019-02-05;65.0;34;0033;Francia;4
2019-02-05;65.0;34;001;USA / Canada;3
2019-02-05;65.0;34;0030;Grecia;2
2019-02-05;65.0;34;0032;Belgio;1
2019-02-05;65.0;34;0090;Turchia;1
2019-02-05;65.0;34;00972;Israele;1
2019-02-05;65.0;34;00351;Portogallo;1
2019-02-05;65.0;34;00421;Slovacchia;1
2019-02-05;65.0;34;0043;Austria;1
2019-02-05;65.0;34;0049;Germania;1
2019-02-05;65.0;34;0044;Gran Bretagna;1
2019-02-06;97.0;47;007;Federazione Russa;11
2019-02-06;97.0;47;0041;Svizzera;10
2019-02-06;97.0;47;0044;Gran Bretagna;8
2019-02-06;97.0;47;0020;Egitto;4
2019-02-06;97.0;47;0033;Francia;3
2019-02-06;97.0;47;0032;Belgio;2
2019-02-06;97.0;47;0090;Turchia;2
2019-02-06;97.0;47;0049;Germania;2
2019-02-06;97.0;47;00216;Tunisia;1
2019-02-06;97.0;47;0031;Paesi Bassi (Olanda);1
2019-02-06;97.0;47;00355;Albania;1
2019-02-06;97.0;47;0034;Spagna;1
2019-02-06;97.0;47;0091;India;1
2019-02-07;56.0;41;007;Federazione Russa;11
2019-02-07;56.0;41;0041;Svizzera;9
2019-02-07;56.0;41;0020;Egitto;4
2019-02-07;56.0;41;0049;Germania;3
2019-02-07;56.0;41;00972;Israele;2
2019-02-07;56.0;41;00351;Portogallo;2
2019-02-07;56.0;41;0034;Spagna;2
2019-02-07;56.0;41;0032;Belgio;1
2019-02-07;56.0;41;0033;Francia;1
2019-02-07;56.0;41;0090;Turchia;1
2019-02-07;56.0;41;00216;Tunisia;1
2019-02-07;56.0;41;00352;Lussemburgo;1
2019-02-07;56.0;41;00355;Albania;1
2019-02-07;56.0;41;0044;Gran Bretagna;1
2019-02-07;56.0;41;0081;Giappone;1
2019-02-08;111.0;73;0041;Svizzera;17
2019-02-08;111.0;73;007;Federazione Russa;16
2019-02-08;111.0;73;0049;Germania;8
2019-02-08;111.0;73;0044;Gran Bretagna;7
2019-02-08;111.0;73;0034;Spagna;4
2019-02-08;111.0;73;0033;Francia;4
2019-02-08;111.0;73;00351;Portogallo;4
2019-02-08;111.0;73;00421;Slovacchia;2
2019-02-08;111.0;73;001;USA / Canada;2
2019-02-08;111.0;73;0031;Paesi Bassi (Olanda);2
2019-02-08;111.0;73;00385;Croazia;2
2019-02-08;111.0;73;0090;Turchia;1
2019-02-08;111.0;73;00972;Israele;1
2019-02-08;111.0;73;00356;Malta;1
2019-02-08;111.0;73;0036;Ungheria;1
2019-02-08;111.0;73;0020;Egitto;1
2019-02-09;84.0;88;0041;Svizzera;41
2019-02-09;84.0;88;007;Federazione Russa;12
2019-02-09;84.0;88;0044;Gran Bretagna;8
2019-02-09;84.0;88;0049;Germania;7
2019-02-09;84.0;88;0034;Spagna;6
2019-02-09;84.0;88;0033;Francia;3
2019-02-09;84.0;88;00216;Tunisia;3
2019-02-09;84.0;88;0091;India;2
2019-02-09;84.0;88;0030;Grecia;2
2019-02-09;84.0;88;0036;Ungheria;1
2019-02-09;84.0;88;00974;Qatar;1
2019-02-09;84.0;88;00421;Slovacchia;1
2019-02-09;84.0;88;001;USA / Canada;1
2019-02-10;44.0;43;0041;Svizzera;12
2019-02-10;44.0;43;0049;Germania;7
2019-02-10;44.0;43;007;Federazione Russa;5
2019-02-10;44.0;43;0090;Turchia;4
2019-02-10;44.0;43;0033;Francia;3
2019-02-10;44.0;43;0034;Spagna;3
2019-02-10;44.0;43;00351;Portogallo;2
2019-02-10;44.0;43;001;USA / Canada;2
2019-02-10;44.0;43;0044;Gran Bretagna;2
2019-02-10;44.0;43;0020;Egitto;1
2019-02-10;44.0;43;0030;Grecia;1
2019-02-10;44.0;43;0092;Pakistan;1
2019-02-11;76.0;49;007;Federazione Russa;12
2019-02-11;76.0;49;0049;Germania;9
2019-02-11;76.0;49;0033;Francia;5
2019-02-11;76.0;49;00351;Portogallo;4
2019-02-11;76.0;49;0081;Giappone;3
2019-02-11;76.0;49;001;USA / Canada;3
2019-02-11;76.0;49;0032;Belgio;3
2019-02-11;76.0;49;0041;Svizzera;3
2019-02-11;76.0;49;0044;Gran Bretagna;3
2019-02-11;76.0;49;0043;Austria;1
2019-02-11;76.0;49;0034;Spagna;1
2019-02-11;76.0;49;0090;Turchia;1
2019-02-11;76.0;49;0036;Ungheria;1
2019-02-12;72.0;53;007;Federazione Russa;15
2019-02-12;72.0;53;0041;Svizzera;10
2019-02-12;72.0;53;0049;Germania;5
2019-02-12;72.0;53;0044;Gran Bretagna;4
2019-02-12;72.0;53;0033;Francia;4
2019-02-12;72.0;53;0034;Spagna;3
2019-02-12;72.0;53;00355;Albania;2
2019-02-12;72.0;53;001;USA / Canada;2
2019-02-12;72.0;53;0081;Giappone;2
2019-02-12;72.0;53;00351;Portogallo;2
2019-02-12;72.0;53;0091;India;1
2019-02-12;72.0;53;00386;Slovenia;1
2019-02-12;72.0;53;00216;Tunisia;1
2019-02-12;72.0;53;0030;Grecia;1
2019-02-13;53.0;37;0041;Svizzera;9
2019-02-13;53.0;37;007;Federazione Russa;8
2019-02-13;53.0;37;0034;Spagna;4
2019-02-13;53.0;37;001;USA / Canada;3
2019-02-13;53.0;37;0033;Francia;3
2019-02-13;53.0;37;0081;Giappone;3
2019-02-13;53.0;37;0049;Germania;2
2019-02-13;53.0;37;0036;Ungheria;2
2019-02-13;53.0;37;0044;Gran Bretagna;1
2019-02-13;53.0;37;0090;Turchia;1
2019-02-13;53.0;37;0032;Belgio;1
2019-02-14;68.0;37;0041;Svizzera;6
2019-02-14;68.0;37;001;USA / Canada;5
2019-02-14;68.0;37;007;Federazione Russa;4
2019-02-14;68.0;37;0033;Francia;3
2019-02-14;68.0;37;0044;Gran Bretagna;3
2019-02-14;68.0;37;0090;Turchia;3
2019-02-14;68.0;37;0081;Giappone;2
2019-02-14;68.0;37;0049;Germania;2
2019-02-14;68.0;37;00974;Qatar;1
2019-02-14;68.0;37;00216;Tunisia;1
2019-02-14;68.0;37;00351;Portogallo;1
2019-02-14;68.0;37;00356;Malta;1
2019-02-14;68.0;37;00421;Slovacchia;1
2019-02-14;68.0;37;0043;Austria;1
2019-02-14;68.0;37;0034;Spagna;1
2019-02-14;68.0;37;0030;Grecia;1
2019-02-14;68.0;37;0032;Belgio;1
2019-02-15;74.0;72;0041;Svizzera;23
2019-02-15;74.0;72;007;Federazione Russa;10
2019-02-15;74.0;72;001;USA / Canada;6
2019-02-15;74.0;72;0049;Germania;5
2019-02-15;74.0;72;0090;Turchia;3
2019-02-15;74.0;72;00351;Portogallo;3
2019-02-15;74.0;72;0030;Grecia;3
2019-02-15;74.0;72;0034;Spagna;3
2019-02-15;74.0;72;0044;Gran Bretagna;3
2019-02-15;74.0;72;0036;Ungheria;3
2019-02-15;74.0;72;0091;India;2
2019-02-15;74.0;72;0043;Austria;2
2019-02-15;74.0;72;0020;Egitto;1
2019-02-15;74.0;72;00355;Albania;1
2019-02-15;74.0;72;0032;Belgio;1
2019-02-15;74.0;72;00421;Slovacchia;1
2019-02-15;74.0;72;0046;Svezia;1
2019-02-15;74.0;72;0033;Francia;1
2019-02-16;69.0;75;0041;Svizzera;37
