date;total-ita-sim;total-foreign-sim;prefix;country;num
2018-01-15;146;34;0036;Ungheria;1
2018-01-15;146;34;00385;Croazia;1
2018-01-16;151;27;007;Federazione Russa;6
2018-01-16;151;27;0044;Gran Bretagna;5
2018-01-16;151;27;001;USA / Canada;4
2018-01-16;151;27;0049;Germania;3
2018-01-16;151;27;0061;Australia;2
2018-01-16;151;27;0033;Francia;1
2018-01-16;151;27;0041;Svizzera;1
2018-01-16;151;27;0030;Grecia;1
2018-01-16;151;27;0034;Spagna;1
2018-01-16;151;27;00358;Finlandia;1
2018-01-16;151;27;00356;Malta;1
2018-01-16;151;27;00421;Slovacchia;1
2018-01-17;139;26;0044;Gran Bretagna;5
2018-01-17;139;26;0030;Grecia;3
2018-01-17;139;26;0033;Francia;2
2018-01-17;139;26;0041;Svizzera;2
2018-01-17;139;26;0049;Germania;2
2018-01-17;139;26;007;Federazione Russa;2
2018-01-17;139;26;0031;Paesi Bassi (Olanda);2
2018-01-17;139;26;00385;Croazia;1
2018-01-17;139;26;0043;Austria;1
2018-01-17;139;26;0046;Svezia;1
2018-01-17;139;26;0090;Turchia;1
2018-01-17;139;26;00972;Israele;1
2018-01-17;139;26;0036;Ungheria;1
2018-01-17;139;26;0034;Spagna;1
2018-01-17;139;26;001;USA / Canada;1
2018-01-18;164;35;007;Federazione Russa;5
2018-01-18;164;35;0049;Germania;4
2018-01-18;164;35;0033;Francia;4
2018-01-18;164;35;001;USA / Canada;3
2018-01-18;164;35;0034;Spagna;2
2018-01-18;164;35;0044;Gran Bretagna;2
2018-01-18;164;35;0047;Norvegia;2
2018-01-18;164;35;0036;Ungheria;2
2018-01-18;164;35;0061;Australia;2
2018-01-18;164;35;0041;Svizzera;1
2018-01-18;164;35;00421;Slovacchia;1
2018-01-18;164;35;0046;Svezia;1
2018-01-18;164;35;00385;Croazia;1
2018-01-18;164;35;0043;Austria;1
2018-01-18;164;35;0090;Turchia;1
2018-01-18;164;35;00972;Israele;1
2018-01-18;164;35;0091;India;1
2018-01-18;164;35;00355;Albania;1
2018-01-19;191;60;0044;Gran Bretagna;12
2018-01-19;191;60;0041;Svizzera;10
2018-01-19;191;60;007;Federazione Russa;9
2018-01-19;191;60;0049;Germania;5
2018-01-19;191;60;00355;Albania;4
2018-01-19;191;60;0033;Francia;4
2018-01-19;191;60;001;USA / Canada;3
2018-01-19;191;60;0090;Turchia;3
2018-01-19;191;60;0034;Spagna;2
2018-01-19;191;60;0036;Ungheria;1
2018-01-19;191;60;00372;Estonia;1
2018-01-19;191;60;0046;Svezia;1
2018-01-19;191;60;0061;Australia;1
2018-01-19;191;60;0091;India;1
2018-01-19;191;60;00974;Qatar;1
2018-01-19;191;60;00972;Israele;1
2018-01-19;191;60;0043;Austria;1
2018-01-20;177;88;0041;Svizzera;17
2018-01-20;177;88;0049;Germania;12
2018-01-20;177;88;007;Federazione Russa;11
2018-01-20;177;88;001;USA / Canada;9
2018-01-20;177;88;0091;India;7
2018-01-20;177;88;0034;Spagna;6
2018-01-20;177;88;00355;Albania;4
2018-01-20;177;88;0033;Francia;3
2018-01-20;177;88;00972;Israele;3
2018-01-20;177;88;0044;Gran Bretagna;2
2018-01-20;177;88;0081;Giappone;2
2018-01-20;177;88;0036;Ungheria;2
2018-01-20;177;88;0047;Norvegia;2
2018-01-20;177;88;0020;Egitto;2
2018-01-20;177;88;00385;Croazia;1
2018-01-20;177;88;0090;Turchia;1
2018-01-20;177;88;00351;Portogallo;1
2018-01-20;177;88;00356;Malta;1
2018-01-20;177;88;0061;Australia;1
2018-01-20;177;88;00421;Slovacchia;1
2018-01-21;170;53;007;Federazione Russa;10
2018-01-21;170;53;0049;Germania;9
2018-01-21;170;53;0041;Svizzera;8
2018-01-21;170;53;001;USA / Canada;4
2018-01-21;170;53;00974;Qatar;3
2018-01-21;170;53;00355;Albania;3
2018-01-21;170;53;0044;Gran Bretagna;2
2018-01-21;170;53;0090;Turchia;2
2018-01-21;170;53;00972;Israele;2
2018-01-21;170;53;0034;Spagna;2
2018-01-21;170;53;0020;Egitto;2
2018-01-21;170;53;0030;Grecia;1
2018-01-21;170;53;00356;Malta;1
2018-01-21;170;53;0031;Paesi Bassi (Olanda);1
2018-01-21;170;53;0033;Francia;1
2018-01-21;170;53;0091;India;1
2018-01-21;170;53;00352;Lussemburgo;1
2018-01-22;176;48;0041;Svizzera;11
2018-01-22;176;48;007;Federazione Russa;10
2018-01-22;176;48;001;USA / Canada;7
2018-01-22;176;48;0044;Gran Bretagna;5
2018-01-22;176;48;0090;Turchia;4
2018-01-22;176;48;0049;Germania;4
2018-01-22;176;48;00216;Tunisia;2
2018-01-22;176;48;0033;Francia;2
2018-01-22;176;48;0061;Australia;1
2018-01-22;176;48;00355;Albania;1
2018-01-22;176;48;0020;Egitto;1
2018-01-23;156;36;007;Federazione Russa;10
2018-01-23;156;36;001;USA / Canada;4
2018-01-23;156;36;0049;Germania;4
2018-01-23;156;36;0020;Egitto;2
2018-01-23;156;36;0033;Francia;2
2018-01-23;156;36;0041;Svizzera;2
2018-01-23;156;36;0044;Gran Bretagna;2
2018-01-23;156;36;0036;Ungheria;2
2018-01-23;156;36;00385;Croazia;1
2018-01-23;156;36;0092;Pakistan;1
2018-01-23;156;36;00355;Albania;1
2018-01-23;156;36;00351;Portogallo;1
2018-01-23;156;36;00974;Qatar;1
2018-01-23;156;36;0090;Turchia;1
2018-01-23;156;36;00216;Tunisia;1
2018-01-23;156;36;0034;Spagna;1
2018-01-24;174;57;007;Federazione Russa;12
2018-01-24;174;57;0044;Gran Bretagna;10
2018-01-24;174;57;0034;Spagna;9
2018-01-24;174;57;0033;Francia;7
2018-01-24;174;57;0041;Svizzera;7
2018-01-24;174;57;0049;Germania;5
2018-01-24;174;57;0090;Turchia;4
2018-01-24;174;57;0032;Belgio;2
2018-01-24;174;57;00385;Croazia;1
2018-01-25;142;33;0033;Francia;7
2018-01-25;142;33;007;Federazione Russa;6
2018-01-25;142;33;0049;Germania;4
2018-01-25;142;33;001;USA / Canada;4
2018-01-25;142;33;0045;Danimarca;2
2018-01-25;142;33;00972;Israele;2
2018-01-25;142;33;0090;Turchia;1
2018-01-25;142;33;0030;Grecia;1
2018-01-25;142;33;0032;Belgio;1
2018-01-25;142;33;00974;Qatar;1
2018-01-25;142;33;00351;Portogallo;1
2018-01-25;142;33;0034;Spagna;1
2018-01-25;142;33;0044;Gran Bretagna;1
2018-01-25;142;33;0041;Svizzera;1
2018-01-26;145;63;007;Federazione Russa;15
2018-01-26;145;63;0049;Germania;12
2018-01-26;145;63;0041;Svizzera;10
2018-01-26;145;63;0033;Francia;6
2018-01-26;145;63;0034;Spagna;6
2018-01-26;145;63;001;USA / Canada;2
2018-01-26;145;63;0046;Svezia;2
2018-01-26;145;63;0036;Ungheria;2
2018-01-26;145;63;00351;Portogallo;2
2018-01-26;145;63;0032;Belgio;1
2018-01-26;145;63;0044;Gran Bretagna;1
2018-01-26;145;63;0020;Egitto;1
2018-01-26;145;63;00355;Albania;1
2018-01-26;145;63;0090;Turchia;1
2018-01-26;145;63;00972;Israele;1
2018-01-27;127;54;0041;Svizzera;10
2018-01-27;127;54;0049;Germania;9
2018-01-27;127;54;007;Federazione Russa;9
2018-01-27;127;54;0033;Francia;6
2018-01-27;127;54;0044;Gran Bretagna;4
2018-01-27;127;54;00351;Portogallo;3
2018-01-27;127;54;001;USA / Canada;3
2018-01-27;127;54;0030;Grecia;2
2018-01-27;127;54;0034;Spagna;2
2018-01-27;127;54;0091;India;1
2018-01-27;127;54;0045;Danimarca;1
2018-01-27;127;54;0020;Egitto;1
2018-01-27;127;54;00355;Albania;1
2018-01-27;127;54;0090;Turchia;1
2018-01-27;127;54;00972;Israele;1
2018-01-28;105;34;0049;Germania;5
2018-01-28;105;34;0041;Svizzera;5
2018-01-28;105;34;007;Federazione Russa;5
2018-01-28;105;34;001;USA / Canada;4
2018-01-28;105;34;0034;Spagna;4
2018-01-28;105;34;0033;Francia;3
2018-01-28;105;34;0047;Norvegia;2
2018-01-28;105;34;0044;Gran Bretagna;2
2018-01-28;105;34;0081;Giappone;1
2018-01-28;105;34;0020;Egitto;1
2018-01-28;105;34;00351;Portogallo;1
2018-01-28;105;34;0090;Turchia;1
2018-01-29;138;38;007;Federazione Russa;10
2018-01-29;138;38;0049;Germania;7
2018-01-29;138;38;0041;Svizzera;5
2018-01-29;138;38;0044;Gran Bretagna;4
2018-01-29;138;38;0034;Spagna;4
2018-01-29;138;38;0033;Francia;3
2018-01-29;138;38;0090;Turchia;3
2018-01-29;138;38;00351;Portogallo;1
2018-01-29;138;38;001;USA / Canada;1
2018-01-30;159;41;0041;Svizzera;8
2018-01-30;159;41;0049;Germania;6
2018-01-30;159;41;0044;Gran Bretagna;5
2018-01-30;159;41;007;Federazione Russa;4
2018-01-30;159;41;001;USA / Canada;4
2018-01-30;159;41;0090;Turchia;4
2018-01-30;159;41;0033;Francia;3
2018-01-30;159;41;00356;Malta;2
2018-01-30;159;41;0036;Ungheria;2
2018-01-30;159;41;0020;Egitto;1
2018-01-30;159;41;00351;Portogallo;1
2018-01-30;159;41;00972;Israele;1
2018-01-31;129;29;007;Federazione Russa;6
2018-01-31;129;29;0041;Svizzera;5
2018-01-31;129;29;0044;Gran Bretagna;3
2018-01-31;129;29;0045;Danimarca;2
2018-01-31;129;29;0033;Francia;2
2018-01-31;129;29;0090;Turchia;2
2018-01-31;129;29;00972;Israele;2
2018-01-31;129;29;0049;Germania;2
2018-01-31;129;29;0091;India;1
2018-01-31;129;29;0030;Grecia;1
2018-01-31;129;29;0034;Spagna;1
2018-01-31;129;29;00351;Portogallo;1
2018-01-31;129;29;0036;Ungheria;1
2018-02-01;134;31;007;Federazione Russa;14
2018-02-01;134;31;0041;Svizzera;6
2018-02-01;134;31;0044;Gran Bretagna;2
2018-02-01;134;31;0033;Francia;2
2018-02-01;134;31;0030;Grecia;2
2018-02-01;134;31;0049;Germania;2
2018-02-01;134;31;00972;Israele;1
2018-02-01;134;31;0047;Norvegia;1
2018-02-01;134;31;001;USA / Canada;1
2018-02-02;133;50;007;Federazione Russa;12
2018-02-02;133;50;0041;Svizzera;10
2018-02-02;133;50;0044;Gran Bretagna;5
2018-02-02;133;50;0090;Turchia;4
2018-02-02;133;50;0020;Egitto;3
2018-02-02;133;50;0049;Germania;3
2018-02-02;133;50;0034;Spagna;3
2018-02-02;133;50;00355;Albania;2
2018-02-02;133;50;0033;Francia;2
2018-02-02;133;50;0032;Belgio;2
2018-02-02;133;50;00352;Lussemburgo;1
2018-02-02;133;50;00216;Tunisia;1
2018-02-02;133;50;0091;India;1
2018-02-02;133;50;001;USA / Canada;1
2018-02-03;151;84;0041;Svizzera;31
2018-02-03;151;84;007;Federazione Russa;13
2018-02-03;151;84;0049;Germania;9
2018-02-03;151;84;0044;Gran Bretagna;9
2018-02-03;151;84;0033;Francia;3
2018-02-03;151;84;001;USA / Canada;3
2018-02-03;151;84;0091;India;2
2018-02-03;151;84;00355;Albania;2
2018-02-03;151;84;0090;Turchia;2
2018-02-03;151;84;00421;Slovacchia;2
2018-02-03;151;84;0043;Austria;1
2018-02-03;151;84;00385;Croazia;1
2018-02-03;151;84;0036;Ungheria;1
2018-02-03;151;84;00972;Israele;1
2018-02-03;151;84;0047;Norvegia;1
2018-02-03;151;84;0081;Giappone;1
2018-02-03;151;84;0034;Spagna;1
2018-02-03;151;84;0030;Grecia;1
2018-02-04;154;71;007;Federazione Russa;20
2018-02-04;154;71;0041;Svizzera;13
2018-02-04;154;71;0049;Germania;6
2018-02-04;154;71;001;USA / Canada;4
2018-02-04;154;71;0044;Gran Bretagna;4
2018-02-04;154;71;0091;India;4
2018-02-04;154;71;0034;Spagna;3
2018-02-04;154;71;0033;Francia;3
2018-02-04;154;71;0090;Turchia;3
2018-02-04;154;71;00351;Portogallo;2
2018-02-04;154;71;0036;Ungheria;2
2018-02-04;154;71;0030;Grecia;2
2018-02-04;154;71;0047;Norvegia;1
2018-02-04;154;71;00385;Croazia;1
2018-02-04;154;71;0043;Austria;1
2018-02-04;154;71;00972;Israele;1
2018-02-04;154;71;0020;Egitto;1
2018-02-05;109;45;007;Federazione Russa;9
2018-02-05;109;45;0049;Germania;7
2018-02-05;109;45;001;USA / Canada;5
2018-02-05;109;45;0041;Svizzera;5
2018-02-05;109;45;0044;Gran Bretagna;5
2018-02-05;109;45;0034;Spagna;2
2018-02-05;109;45;0020;Egitto;2
2018-02-05;109;45;00972;Israele;2
2018-02-05;109;45;0090;Turchia;1
2018-02-05;109;45;0031;Paesi Bassi (Olanda);1
2018-02-05;109;45;00385;Croazia;1
2018-02-05;109;45;00421;Slovacchia;1
2018-02-05;109;45;0033;Francia;1
2018-02-05;109;45;00351;Portogallo;1
2018-02-05;109;45;0030;Grecia;1
2018-02-05;109;45;00358;Finlandia;1
2018-02-06;111;38;007;Federazione Russa;8
2018-02-06;111;38;0033;Francia;6
2018-02-06;111;38;0041;Svizzera;6
2018-02-06;111;38;0049;Germania;4
2018-02-06;111;38;0034;Spagna;3
2018-02-06;111;38;00351;Portogallo;2
2018-02-06;111;38;0091;India;2
2018-02-06;111;38;0020;Egitto;2
2018-02-06;111;38;0044;Gran Bretagna;2
2018-02-06;111;38;0090;Turchia;1
2018-02-06;111;38;0081;Giappone;1
2018-02-06;111;38;001;USA / Canada;1
2018-02-07;142;48;007;Federazione Russa;11
2018-02-07;142;48;0041;Svizzera;7
2018-02-07;142;48;0034;Spagna;5
2018-02-07;142;48;0090;Turchia;4
2018-02-07;142;48;00972;Israele;3
2018-02-07;142;48;0033;Francia;3
2018-02-07;142;48;0044;Gran Bretagna;3
2018-02-07;142;48;0081;Giappone;2
2018-02-07;142;48;0049;Germania;2
2018-02-07;142;48;0061;Australia;1
2018-02-07;142;48;00974;Qatar;1
2018-02-07;142;48;00351;Portogallo;1
2018-02-07;142;48;00421;Slovacchia;1
2018-02-07;142;48;001;USA / Canada;1
2018-02-07;142;48;0030;Grecia;1
2018-02-07;142;48;0031;Paesi Bassi (Olanda);1
2018-02-07;142;48;0032;Belgio;1
2018-02-08;148;57;007;Federazione Russa;17
2018-02-08;148;57;0041;Svizzera;13
2018-02-08;148;57;0049;Germania;6
2018-02-08;148;57;0090;Turchia;4
2018-02-08;148;57;00972;Israele;3
2018-02-08;148;57;0033;Francia;3
2018-02-08;148;57;0044;Gran Bretagna;2
2018-02-08;148;57;0030;Grecia;2
2018-02-08;148;57;0034;Spagna;2
2018-02-08;148;57;0036;Ungheria;2
2018-02-08;148;57;0020;Egitto;1
2018-02-08;148;57;00351;Portogallo;1
2018-02-08;148;57;0091;India;1
2018-02-09;179;97;007;Federazione Russa;21
2018-02-09;179;97;0049;Germania;21
2018-02-09;179;97;0041;Svizzera;13
2018-02-09;179;97;0044;Gran Bretagna;7
2018-02-09;179;97;0033;Francia;7
2018-02-09;179;97;0034;Spagna;6
2018-02-09;179;97;00972;Israele;4
2018-02-09;179;97;0090;Turchia;3
2018-02-09;179;97;0061;Australia;3
2018-02-09;179;97;001;USA / Canada;3
2018-02-09;179;97;00351;Portogallo;3
2018-02-09;179;97;00974;Qatar;2
2018-02-09;179;97;0091;India;2
2018-02-09;179;97;00352;Lussemburgo;1
2018-02-09;179;97;0081;Giappone;1
2018-02-10;196;105;0041;Svizzera;41
2018-02-10;196;105;0049;Germania;12
2018-02-10;196;105;007;Federazione Russa;11
2018-02-10;196;105;0090;Turchia;6
2018-02-10;196;105;00356;Malta;5
2018-02-10;196;105;0044;Gran Bretagna;5
2018-02-10;196;105;0033;Francia;5
2018-02-10;196;105;0091;India;4
2018-02-10;196;105;00351;Portogallo;4
2018-02-10;196;105;0034;Spagna;4
2018-02-10;196;105;001;USA / Canada;3
2018-02-10;196;105;0036;Ungheria;2
2018-02-10;196;105;0043;Austria;1
2018-02-10;196;105;0045;Danimarca;1
2018-02-10;196;105;0030;Grecia;1
2018-02-11;147;61;007;Federazione Russa;14
2018-02-11;147;61;0041;Svizzera;13
2018-02-11;147;61;0049;Germania;6
2018-02-11;147;61;0033;Francia;4
2018-02-11;147;61;00355;Albania;3
2018-02-11;147;61;0044;Gran Bretagna;3
2018-02-11;147;61;0061;Australia;3
2018-02-11;147;61;0081;Giappone;3
2018-02-11;147;61;0090;Turchia;3
2018-02-11;147;61;00352;Lussemburgo;2
2018-02-11;147;61;0034;Spagna;2
2018-02-11;147;61;001;USA / Canada;1
2018-02-11;147;61;0030;Grecia;1
2018-02-11;147;61;00421;Slovacchia;1
2018-02-11;147;61;0043;Austria;1
2018-02-11;147;61;0036;Ungheria;1
2018-02-12;166;65;007;Federazione Russa;20
2018-02-12;166;65;0041;Svizzera;12
2018-02-12;166;65;0049;Germania;7
2018-02-12;166;65;0033;Francia;6
2018-02-12;166;65;00351;Portogallo;5
2018-02-12;166;65;00355;Albania;2
2018-02-12;166;65;0081;Giappone;2
2018-02-12;166;65;0044;Gran Bretagna;2
2018-02-12;166;65;001;USA / Canada;2
2018-02-12;166;65;0036;Ungheria;2
2018-02-12;166;65;0047;Norvegia;1
2018-02-12;166;65;0034;Spagna;1
2018-02-12;166;65;0045;Danimarca;1
2018-02-12;166;65;00352;Lussemburgo;1
2018-02-12;166;65;0031;Paesi Bassi (Olanda);1
2018-02-13;166;53;007;Federazione Russa;11
2018-02-13;166;53;0041;Svizzera;9
2018-02-13;166;53;0044;Gran Bretagna;6
2018-02-13;166;53;0033;Francia;5
2018-02-13;166;53;0049;Germania;4
2018-02-13;166;53;0090;Turchia;4
2018-02-13;166;53;0034;Spagna;3
2018-02-13;166;53;0045;Danimarca;2
2018-02-13;166;53;00351;Portogallo;2
2018-02-13;166;53;00421;Slovacchia;1
2018-02-13;166;53;0091;India;1
2018-02-13;166;53;00972;Israele;1
2018-02-13;166;53;0047;Norvegia;1
2018-02-13;166;53;0030;Grecia;1
2018-02-13;166;53;0081;Giappone;1
2018-02-13;166;53;0020;Egitto;1
2018-02-14;101;13;0041;Svizzera;4
2018-02-14;101;13;0044;Gran Bretagna;3
2018-02-14;101;13;0090;Turchia;2
2018-02-14;101;13;0049;Germania;2
2018-02-14;101;13;007;Federazione Russa;1
2018-02-14;101;13;0033;Francia;1
2018-02-15;77;25;0044;Gran Bretagna;6
2018-02-15;77;25;0041;Svizzera;4
2018-02-15;77;25;0049;Germania;4
2018-02-15;77;25;0034;Spagna;3
2018-02-15;77;25;007;Federazione Russa;2
2018-02-15;77;25;0033;Francia;2
2018-02-15;77;25;0091;India;1
2018-02-15;77;25;00351;Portogallo;1
2018-02-15;77;25;0090;Turchia;1
2018-02-15;77;25;00972;Israele;1
2018-02-16;103;33;0041;Svizzera;10
2018-02-16;103;33;0033;Francia;4
2018-02-16;103;33;007;Federazione Russa;3
2018-02-16;103;33;00351;Portogallo;2
2018-02-16;103;33;00421;Slovacchia;2
2018-02-16;103;33;0049;Germania;2
2018-02-16;103;33;001;USA / Canada;2
2018-02-16;103;33;0032;Belgio;2
2018-02-16;103;33;00216;Tunisia;1
2018-02-16;103;33;0090;Turchia;1
2018-02-16;103;33;0081;Giappone;1
2018-02-16;103;33;00355;Albania;1
2018-02-16;103;33;00386;Slovenia;1
2018-02-16;103;33;0044;Gran Bretagna;1
